,invoice_ID,Branch,City,Yangon,Naypyitaw,Mandalay,customer_type,member_1,Gender,Gender_Male1,product_line,fashion_accessories,food_bev,electronic_accessories,sports_travel,home_lifestyle,health_beauty,unit_price,Quantity,tax_5%,Total,Date,Time,Payment,Ewallet,Cash,credit_card,cogs,gross_margin_%,gross_income,Unsatisfied
127,189-08-9157,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,31.73,9,14.2785,299.8485,1/8/2019,16:17,credit_card,0,0,1,285.57,4.761904762,14.2785,1.0
128,663-86-9076,C,Naypyitaw,0,1,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,68.54,8,27.416,575.736,1/8/2019,15:57,Ewallet,1,0,0,548.32,4.761904762,27.416,0.0
129,549-84-7482,B,Mandalay,0,0,1,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,90.28,9,40.626,853.146,2/8/2019,11:15,Ewallet,1,0,0,812.52,4.761904762,40.626,0.0
130,191-10-6171,B,Mandalay,0,0,1,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,39.62,7,13.867,291.207,1/25/2019,13:18,Cash,0,1,0,277.34,4.761904762,13.867,0.0
131,802-70-5316,A,Yangon,1,0,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,92.13,6,27.639,580.419,3/6/2019,20:34,Cash,0,1,0,552.78,4.761904762,27.639,0.0
132,695-51-0018,B,Mandalay,0,0,1,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,34.84,4,6.968,146.328,2/10/2019,18:36,Cash,0,1,0,139.36,4.761904762,6.968,0.0
133,590-83-4591,B,Mandalay,0,0,1,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,87.45,6,26.235,550.935,2/17/2019,14:40,credit_card,0,0,1,524.7,4.761904762,26.235,0.0
134,483-71-1164,C,Naypyitaw,0,1,0,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,81.3,6,24.39,512.19,3/8/2019,16:43,Ewallet,1,0,0,487.8,4.761904762,24.39,1.0
135,597-78-7908,C,Naypyitaw,0,1,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,90.22,3,13.533,284.193,2/18/2019,19:39,Cash,0,1,0,270.66,4.761904762,13.533,1.0
136,700-81-1757,A,Yangon,1,0,0,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,26.31,5,6.5775,138.1275,1/18/2019,20:59,credit_card,0,0,1,131.55,4.761904762,6.5775,0.0
137,354-39-5160,A,Yangon,1,0,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,34.42,6,10.326,216.846,2/18/2019,15:39,Cash,0,1,0,206.52,4.761904762,10.326,0.0
138,241-72-9525,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,51.91,10,25.955,545.055,2/16/2019,12:21,Cash,0,1,0,519.1,4.761904762,25.955,0.0
139,575-30-8091,A,Yangon,1,0,0,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,72.5,8,29.0,609.0,3/16/2019,19:25,Ewallet,1,0,0,580.0,4.761904762,29.0,0.0
140,731-81-9469,C,Naypyitaw,0,1,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,89.8,10,44.9,942.9,1/23/2019,13:00,credit_card,0,0,1,898.0,4.761904762,44.9,1.0
141,280-17-4359,C,Naypyitaw,0,1,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,90.5,10,45.25,950.25,1/25/2019,13:48,Cash,0,1,0,905.0,4.761904762,45.25,0.0
142,338-65-2210,C,Naypyitaw,0,1,0,Member,1,Female,0,health_beauty,0,0,0,0,0,1,68.6,10,34.3,720.3,2/5/2019,19:57,Cash,0,1,0,686.0,4.761904762,34.3,0.0
143,488-25-4221,C,Naypyitaw,0,1,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,30.41,1,1.5205,31.9305,2/22/2019,10:36,credit_card,0,0,1,30.41,4.761904762,1.5205,0.0
144,239-10-7476,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,77.95,6,23.385,491.085,1/21/2019,16:37,Ewallet,1,0,0,467.7,4.761904762,23.385,0.0
145,458-41-1477,C,Naypyitaw,0,1,0,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,46.26,6,13.878,291.438,3/8/2019,17:11,credit_card,0,0,1,277.56,4.761904762,13.878,0.0
146,685-64-1609,A,Yangon,1,0,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,30.14,10,15.07,316.47,2/10/2019,12:28,Ewallet,1,0,0,301.4,4.761904762,15.07,0.0
147,568-90-5112,C,Naypyitaw,0,1,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,66.14,4,13.228,277.788,3/19/2019,12:46,credit_card,0,0,1,264.56,4.761904762,13.228,1.0
148,262-47-2794,B,Mandalay,0,0,1,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,71.86,8,28.744,603.624,3/6/2019,15:07,credit_card,0,0,1,574.88,4.761904762,28.744,1.0
149,238-49-0436,A,Yangon,1,0,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,32.46,8,12.984,272.664,3/27/2019,13:48,credit_card,0,0,1,259.68,4.761904762,12.984,1.0
150,608-96-3517,B,Mandalay,0,0,1,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,91.54,4,18.308,384.468,3/23/2019,19:20,credit_card,0,0,1,366.16,4.761904762,18.308,1.0
151,584-86-7256,C,Naypyitaw,0,1,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,34.56,7,12.096,254.016,3/11/2019,16:07,credit_card,0,0,1,241.92,4.761904762,12.096,0.0
152,746-94-0204,A,Yangon,1,0,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,83.24,9,37.458,786.618,1/29/2019,11:56,credit_card,0,0,1,749.16,4.761904762,37.458,0.0
153,214-17-6927,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,16.48,6,4.944,103.824,2/7/2019,18:23,Ewallet,1,0,0,98.88,4.761904762,4.944,0.0
154,400-89-4171,C,Naypyitaw,0,1,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,80.97,8,32.388,680.148,1/28/2019,13:05,Cash,0,1,0,647.76,4.761904762,32.388,0.0
155,782-95-9291,A,Yangon,1,0,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,92.29,5,23.0725,484.5225,2/20/2019,15:55,credit_card,0,0,1,461.45,4.761904762,23.0725,0.0
156,279-74-2924,B,Mandalay,0,0,1,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,72.17,1,3.6085,75.7785,1/4/2019,19:40,Cash,0,1,0,72.17,4.761904762,3.6085,1.0
157,307-85-2293,B,Mandalay,0,0,1,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,50.28,5,12.57,263.97,3/7/2019,13:58,Ewallet,1,0,0,251.4,4.761904762,12.57,0.0
158,743-04-1105,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,97.22,9,43.749,918.729,3/30/2019,14:43,Ewallet,1,0,0,874.98,4.761904762,43.749,1.0
159,423-57-2993,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,93.39,6,28.017,588.357,3/27/2019,19:18,Ewallet,1,0,0,560.34,4.761904762,28.017,0.0
160,894-41-5205,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,43.18,8,17.272,362.712,1/19/2019,19:39,credit_card,0,0,1,345.44,4.761904762,17.272,0.0
161,275-28-0149,A,Yangon,1,0,0,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,63.69,1,3.1845,66.8745,2/25/2019,16:21,Cash,0,1,0,63.69,4.761904762,3.1845,1.0
162,101-17-6199,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,45.79,7,16.0265,336.5565,3/13/2019,19:44,credit_card,0,0,1,320.53,4.761904762,16.0265,0.0
163,423-80-0988,C,Naypyitaw,0,1,0,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,76.4,2,7.64,160.44,1/30/2019,19:42,Ewallet,1,0,0,152.8,4.761904762,7.64,1.0
164,548-46-9322,B,Mandalay,0,0,1,Normal,0,Male,1,food_bev,0,1,0,0,0,0,39.9,10,19.95,418.95,2/20/2019,15:24,credit_card,0,0,1,399.0,4.761904762,19.95,1.0
165,505-02-0892,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,42.57,8,17.028,357.588,2/25/2019,14:12,Ewallet,1,0,0,340.56,4.761904762,17.028,1.0
166,234-65-2137,C,Naypyitaw,0,1,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,95.58,10,47.79,1003.59,1/16/2019,13:32,Cash,0,1,0,955.8,4.761904762,47.79,1.0
167,687-47-8271,A,Yangon,1,0,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,98.98,10,49.49,1039.29,2/8/2019,16:20,credit_card,0,0,1,989.8,4.761904762,49.49,0.0
168,796-32-9050,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,51.28,6,15.384,323.064,1/19/2019,16:31,Cash,0,1,0,307.68,4.761904762,15.384,1.0
169,105-31-1824,A,Yangon,1,0,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,69.52,7,24.332,510.972,2/1/2019,15:10,credit_card,0,0,1,486.64,4.761904762,24.332,0.0
170,249-42-3782,A,Yangon,1,0,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,70.01,5,17.5025,367.5525,1/3/2019,11:36,Ewallet,1,0,0,350.05,4.761904762,17.5025,1.0
171,316-55-4634,B,Mandalay,0,0,1,Member,1,Male,1,food_bev,0,1,0,0,0,0,80.05,5,20.0125,420.2625,1/26/2019,12:45,credit_card,0,0,1,400.25,4.761904762,20.0125,0.0
172,733-33-4967,C,Naypyitaw,0,1,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,20.85,8,8.34,175.14,3/3/2019,19:17,Cash,0,1,0,166.8,4.761904762,8.34,1.0
173,608-27-6295,B,Mandalay,0,0,1,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,52.89,6,15.867,333.207,1/19/2019,17:34,credit_card,0,0,1,317.34,4.761904762,15.867,0.0
174,414-12-7047,B,Mandalay,0,0,1,Normal,0,Male,1,food_bev,0,1,0,0,0,0,19.79,8,7.916,166.236,1/18/2019,12:04,Ewallet,1,0,0,158.32,4.761904762,7.916,0.0
175,827-26-2100,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,33.84,9,15.228,319.788,3/21/2019,16:21,Ewallet,1,0,0,304.56,4.761904762,15.228,0.0
176,175-54-2529,A,Yangon,1,0,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,22.17,8,8.868,186.228,3/3/2019,17:01,credit_card,0,0,1,177.36,4.761904762,8.868,0.0
177,139-52-2867,C,Naypyitaw,0,1,0,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,22.51,7,7.8785,165.4485,2/13/2019,10:50,credit_card,0,0,1,157.57,4.761904762,7.8785,1.0
178,407-63-8975,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,73.88,6,22.164,465.444,3/23/2019,19:16,Ewallet,1,0,0,443.28,4.761904762,22.164,1.0
179,342-65-4817,C,Naypyitaw,0,1,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,86.8,3,13.02,273.42,1/28/2019,16:47,Ewallet,1,0,0,260.4,4.761904762,13.02,0.0
180,130-98-8941,C,Naypyitaw,0,1,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,64.26,7,22.491,472.311,2/9/2019,10:00,Cash,0,1,0,449.82,4.761904762,22.491,1.0
181,434-83-9547,C,Naypyitaw,0,1,0,Member,1,Male,1,food_bev,0,1,0,0,0,0,38.47,8,15.388,323.148,1/23/2019,11:51,Cash,0,1,0,307.76,4.761904762,15.388,0.0
182,851-28-6367,A,Yangon,1,0,0,Member,1,Male,1,sports_travel,0,0,0,1,0,0,15.5,10,7.75,162.75,3/23/2019,10:55,Ewallet,1,0,0,155.0,4.761904762,7.75,0.0
183,824-88-3614,C,Naypyitaw,0,1,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,34.31,8,13.724,288.204,1/25/2019,15:00,Ewallet,1,0,0,274.48,4.761904762,13.724,1.0
184,586-25-0848,A,Yangon,1,0,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,12.34,7,4.319,90.699,3/4/2019,11:19,credit_card,0,0,1,86.38,4.761904762,4.319,1.0
185,895-66-0685,B,Mandalay,0,0,1,Member,1,Male,1,food_bev,0,1,0,0,0,0,18.08,3,2.712,56.952,3/5/2019,19:46,Ewallet,1,0,0,54.24,4.761904762,2.712,0.0
186,305-14-0245,B,Mandalay,0,0,1,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,94.49,8,37.796,793.716,3/3/2019,19:00,Ewallet,1,0,0,755.92,4.761904762,37.796,0.0
187,732-04-5373,B,Mandalay,0,0,1,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,46.47,4,9.294,195.174,2/8/2019,10:53,Cash,0,1,0,185.88,4.761904762,9.294,0.0
188,400-60-7251,A,Yangon,1,0,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,74.07,1,3.7035,77.7735,2/10/2019,12:50,Ewallet,1,0,0,74.07,4.761904762,3.7035,0.0
189,593-65-1552,C,Naypyitaw,0,1,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,69.81,4,13.962,293.202,1/28/2019,20:50,credit_card,0,0,1,279.24,4.761904762,13.962,1.0
190,284-34-9626,B,Mandalay,0,0,1,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,77.04,3,11.556,242.676,2/11/2019,10:39,credit_card,0,0,1,231.12,4.761904762,11.556,0.0
191,437-58-8131,B,Mandalay,0,0,1,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,73.52,2,7.352,154.392,1/15/2019,13:41,Ewallet,1,0,0,147.04,4.761904762,7.352,1.0
192,286-43-6208,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,87.8,9,39.51,829.71,3/16/2019,19:08,Cash,0,1,0,790.2,4.761904762,39.51,0.0
193,641-43-2399,B,Mandalay,0,0,1,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,25.55,4,5.11,107.31,1/26/2019,20:23,Ewallet,1,0,0,102.2,4.761904762,5.11,1.0
194,831-07-6050,A,Yangon,1,0,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,32.71,5,8.1775,171.7275,3/19/2019,11:30,credit_card,0,0,1,163.55,4.761904762,8.1775,0.0
195,556-86-3144,C,Naypyitaw,0,1,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,74.29,1,3.7145,78.0045,1/13/2019,19:30,Cash,0,1,0,74.29,4.761904762,3.7145,1.0
196,848-24-9445,C,Naypyitaw,0,1,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,43.7,2,4.37,91.77,3/26/2019,18:03,Cash,0,1,0,87.4,4.761904762,4.37,1.0
197,856-22-8149,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,25.29,1,1.2645,26.5545,3/23/2019,10:13,Ewallet,1,0,0,25.29,4.761904762,1.2645,1.0
198,699-01-4164,C,Naypyitaw,0,1,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,41.5,4,8.3,174.3,3/12/2019,19:58,credit_card,0,0,1,166.0,4.761904762,8.3,0.0
199,420-11-4919,C,Naypyitaw,0,1,0,Member,1,Female,0,food_bev,0,1,0,0,0,0,71.39,5,17.8475,374.7975,2/17/2019,19:57,credit_card,0,0,1,356.95,4.761904762,17.8475,1.0
200,606-80-4905,C,Naypyitaw,0,1,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,19.15,6,5.745,120.645,1/29/2019,10:01,credit_card,0,0,1,114.9,4.761904762,5.745,1.0
201,542-41-0513,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,57.49,4,11.498,241.458,3/15/2019,11:57,Cash,0,1,0,229.96,4.761904762,11.498,1.0
202,426-39-2418,C,Naypyitaw,0,1,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,61.41,7,21.4935,451.3635,1/14/2019,10:02,Cash,0,1,0,429.87,4.761904762,21.4935,0.0
203,875-46-5808,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,25.9,10,12.95,271.95,2/6/2019,14:51,Ewallet,1,0,0,259.0,4.761904762,12.95,0.0
204,394-43-4238,B,Mandalay,0,0,1,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,17.77,5,4.4425,93.2925,2/15/2019,12:42,credit_card,0,0,1,88.85,4.761904762,4.4425,1.0
205,749-24-1565,A,Yangon,1,0,0,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,23.03,9,10.3635,217.6335,1/3/2019,12:02,Ewallet,1,0,0,207.27,4.761904762,10.3635,0.0
206,672-51-8681,C,Naypyitaw,0,1,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,66.65,9,29.9925,629.8425,1/4/2019,18:19,credit_card,0,0,1,599.85,4.761904762,29.9925,0.0
207,263-87-5680,C,Naypyitaw,0,1,0,Member,1,Female,0,home_lifestyle,0,0,0,0,1,0,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,1,0,0,285.3,4.761904762,14.265,0.0
208,573-58-9734,B,Mandalay,0,0,1,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,30.37,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,1,0,0,91.11,4.761904762,4.5555,1.0
209,817-69-8206,B,Mandalay,0,0,1,Normal,0,Female,0,electronic_accessories,0,0,1,0,0,0,99.73,9,44.8785,942.4485,3/2/2019,19:42,credit_card,0,0,1,897.57,4.761904762,44.8785,1.0
210,888-02-0338,A,Yangon,1,0,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,26.23,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,1,0,0,236.07,4.761904762,11.8035,1.0
211,677-11-0152,C,Naypyitaw,0,1,0,Normal,0,Female,0,food_bev,0,1,0,0,0,0,93.26,9,41.967,881.307,1/16/2019,18:08,Cash,0,1,0,839.34,4.761904762,41.967,0.0
212,142-63-6033,B,Mandalay,0,0,1,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,1,0,0,461.8,4.761904762,23.09,1.0
213,656-16-1063,B,Mandalay,0,0,1,Normal,0,Male,1,sports_travel,0,0,0,1,0,0,46.42,3,6.963,146.223,1/4/2019,13:24,credit_card,0,0,1,139.26,4.761904762,6.963,1.0
214,891-58-8335,B,Mandalay,0,0,1,Member,1,Female,0,sports_travel,0,0,0,1,0,0,29.61,7,10.3635,217.6335,3/11/2019,15:53,Cash,0,1,0,207.27,4.761904762,10.3635,1.0
215,802-43-8934,A,Yangon,1,0,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,18.28,1,0.914,19.194,3/22/2019,15:05,credit_card,0,0,1,18.28,4.761904762,0.914,0.0
216,560-30-5617,B,Mandalay,0,0,1,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,24.77,5,6.1925,130.0425,3/24/2019,18:27,Cash,0,1,0,123.85,4.761904762,6.1925,0.0
217,319-74-2561,A,Yangon,1,0,0,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,0,1,0,283.92,4.761904762,14.196,1.0
218,549-03-9315,B,Mandalay,0,0,1,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,94.87,8,37.948,796.908,2/12/2019,12:58,Ewallet,1,0,0,758.96,4.761904762,37.948,0.0
219,790-29-1172,B,Mandalay,0,0,1,Normal,0,Female,0,food_bev,0,1,0,0,0,0,57.34,3,8.601,180.621,3/10/2019,18:59,credit_card,0,0,1,172.02,4.761904762,8.601,0.0
220,239-36-3640,B,Mandalay,0,0,1,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,45.35,6,13.605,285.705,1/31/2019,13:44,Ewallet,1,0,0,272.1,4.761904762,13.605,1.0
221,468-01-2051,B,Mandalay,0,0,1,Normal,0,Male,1,food_bev,0,1,0,0,0,0,62.08,7,21.728,456.288,3/6/2019,13:46,Ewallet,1,0,0,434.56,4.761904762,21.728,1.0
222,389-25-3394,C,Naypyitaw,0,1,0,Normal,0,Male,1,electronic_accessories,0,0,1,0,0,0,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,0,1,0,59.05,4.761904762,2.9525,0.0
223,279-62-1445,C,Naypyitaw,0,1,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,0,1,0,12.54,4.761904762,0.627,0.0
224,213-72-6612,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,43.25,2,4.325,90.825,3/20/2019,15:56,Cash,0,1,0,86.5,4.761904762,4.325,1.0
225,746-68-6593,C,Naypyitaw,0,1,0,Member,1,Female,0,sports_travel,0,0,0,1,0,0,87.16,2,8.716,183.036,1/11/2019,14:29,credit_card,0,0,1,174.32,4.761904762,8.716,0.0
226,836-82-5858,B,Mandalay,0,0,1,Member,1,Male,1,health_beauty,0,0,0,0,0,1,69.37,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,1,0,0,624.33,4.761904762,31.2165,1.0
227,583-72-1480,C,Naypyitaw,0,1,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,37.06,4,7.412,155.652,1/31/2019,16:24,Ewallet,1,0,0,148.24,4.761904762,7.412,0.0
228,466-61-5506,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,0,1,0,544.2,4.761904762,27.21,1.0
229,721-86-6247,A,Yangon,1,0,0,Normal,0,Female,0,home_lifestyle,0,0,0,0,1,0,63.42,8,25.368,532.728,3/11/2019,12:55,Ewallet,1,0,0,507.36,4.761904762,25.368,0.0
230,289-65-5721,B,Mandalay,0,0,1,Normal,0,Female,0,fashion_accessories,1,0,0,0,0,0,81.37,2,8.137,170.877,1/26/2019,19:28,Cash,0,1,0,162.74,4.761904762,8.137,1.0
231,545-46-3100,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,10.59,3,1.5885,33.3585,3/12/2019,13:52,credit_card,0,0,1,31.77,4.761904762,1.5885,0.0
232,418-02-5978,B,Mandalay,0,0,1,Normal,0,Female,0,health_beauty,0,0,0,0,0,1,84.09,9,37.8405,794.6505,2/11/2019,10:54,Cash,0,1,0,756.81,4.761904762,37.8405,0.0
233,269-04-5750,B,Mandalay,0,0,1,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,0,1,0,295.28,4.761904762,14.764,1.0
234,157-13-5295,A,Yangon,1,0,0,Member,1,Male,1,health_beauty,0,0,0,0,0,1,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,1,0,0,519.4,4.761904762,25.97,1.0
235,645-78-8093,A,Yangon,1,0,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,93.14,2,9.314,195.594,1/20/2019,18:09,Ewallet,1,0,0,186.28,4.761904762,9.314,1.0
236,211-30-9270,C,Naypyitaw,0,1,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,17.41,5,4.3525,91.4025,1/28/2019,15:16,credit_card,0,0,1,87.05,4.761904762,4.3525,1.0
237,755-12-3214,C,Naypyitaw,0,1,0,Member,1,Female,0,fashion_accessories,1,0,0,0,0,0,44.22,5,11.055,232.155,3/5/2019,17:07,credit_card,0,0,1,221.1,4.761904762,11.055,0.0
238,346-84-3103,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,13.22,5,3.305,69.405,3/2/2019,19:26,Cash,0,1,0,66.1,4.761904762,3.305,1.0
239,478-06-7835,A,Yangon,1,0,0,Normal,0,Male,1,fashion_accessories,1,0,0,0,0,0,89.69,1,4.4845,94.1745,1/11/2019,11:20,Ewallet,1,0,0,89.69,4.761904762,4.4845,1.0
240,540-11-4336,A,Yangon,1,0,0,Normal,0,Male,1,food_bev,0,1,0,0,0,0,24.94,9,11.223,235.683,1/11/2019,16:49,credit_card,0,0,1,224.46,4.761904762,11.223,1.0
241,448-81-5016,A,Yangon,1,0,0,Normal,0,Male,1,health_beauty,0,0,0,0,0,1,59.77,2,5.977,125.517,3/11/2019,12:01,credit_card,0,0,1,119.54,4.761904762,5.977,1.0
242,142-72-4741,C,Naypyitaw,0,1,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,93.2,2,9.32,195.72,2/28/2019,18:37,credit_card,0,0,1,186.4,4.761904762,9.32,1.0
243,217-58-1179,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,0,1,0,250.6,4.761904762,12.53,1.0
244,376-02-8238,B,Mandalay,0,0,1,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,93.87,8,37.548,788.508,2/2/2019,18:42,credit_card,0,0,1,750.96,4.761904762,37.548,0.0
245,530-90-9855,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,47.59,8,19.036,399.756,1/1/2019,14:47,Cash,0,1,0,380.72,4.761904762,19.036,1.0
246,866-05-7563,B,Mandalay,0,0,1,Member,1,Female,0,electronic_accessories,0,0,1,0,0,0,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,0,1,0,244.2,4.761904762,12.21,1.0
247,604-70-6476,A,Yangon,1,0,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,17.94,5,4.485,94.185,1/23/2019,14:04,Ewallet,1,0,0,89.7,4.761904762,4.485,1.0
248,799-71-1548,A,Yangon,1,0,0,Member,1,Male,1,electronic_accessories,0,0,1,0,0,0,77.72,4,15.544,326.424,1/7/2019,16:11,credit_card,0,0,1,310.88,4.761904762,15.544,0.0
249,785-13-7708,B,Mandalay,0,0,1,Normal,0,Male,1,food_bev,0,1,0,0,0,0,73.06,7,25.571,536.991,1/14/2019,19:06,credit_card,0,0,1,511.42,4.761904762,25.571,1.0
250,845-51-0542,B,Mandalay,0,0,1,Member,1,Male,1,food_bev,0,1,0,0,0,0,46.55,9,20.9475,439.8975,2/2/2019,15:34,Ewallet,1,0,0,418.95,4.761904762,20.9475,1.0
251,662-47-5456,C,Naypyitaw,0,1,0,Member,1,Male,1,fashion_accessories,1,0,0,0,0,0,35.19,10,17.595,369.495,3/17/2019,19:06,credit_card,0,0,1,351.9,4.761904762,17.595,0.0
252,883-17-4236,C,Naypyitaw,0,1,0,Normal,0,Female,0,sports_travel,0,0,0,1,0,0,14.39,2,1.439,30.219,3/2/2019,19:44,credit_card,0,0,1,28.78,4.761904762,1.439,0.0
253,290-68-2984,A,Yangon,1,0,0,Normal,0,Male,1,home_lifestyle,0,0,0,0,1,0,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,0,1,0,95.0,4.761904762,4.75,1.0
254,704-11-6354,A,Yangon,1,0,0,Member,1,Male,1,home_lifestyle,0,0,0,0,1,0,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,0,1,0,471.2,4.761904762,23.56,0.0
